ID_IBGE;ID_SNIS;MUNICIP1;MUNICIP2;UF;REGIAO;CENTRX;CENTRY;RENDAPITA;GINI;PIB;IDH;AG001;AG020;AG022;GE012;CONSUMO1;CONSUMO2;REDE;PROPREDE
1100015;110001;ALTA FLORESTA D'OESTE;Alta Floresta D'Oeste;RO;1;-62,38932;-13,01131815; 467,72;0,5893;1,672125e+05;0,715;    9184;    99,00;    602;   24392;4,058708e+00; 10,77961700;   1774;0,244016506
1100023;110002;ARIQUEMES;Ariquemes;RO;1;-62,95726; -9,95189001; 672,87;0,5496;6,131033e+05;0,752;   35968;  1145,40;   8020;   90353;1,267694e+01; 31,84497300;   9576;0,352499448
1100031;110003;CABIXI;Cabixi;RO;1;-60,63981;-13,47487873; 446,58;0,5166;4,168684e+04;0,705;    1651;    27,30;    358;    6313;4,324410e+00; 16,53543300;    474;0,240000000
1100049;110004;CACOAL;Cacoal;RO;1;-61,32473;-11,30128735; 718,79;0,5890;5,828044e+05;0,755;   61921;  1828,99;   9769;   78574;2,327729e+01; 29,53747500;  18428;0,761015899
1100056;110005;CEREJEIRAS;Cerejeiras;RO;1;-61,26095;-13,20356161; 553,47;0,5147;8,688525e+04;0,751;    8238;   249,30;   1923;   17029;1,463973e+01; 30,26220000;   1816;0,339566193
1100064;110006;COLORADO DO OESTE;Colorado do Oeste;RO;1;-60,55024;-13,15915325; 507,70;0,5154;1,091150e+05;0,739;   13435;   515,80;   3593;   18591;2,774461e+01; 38,39225900;   3617;0,606981037
1100072;110007;CORUMBIARA;Corumbiara;RO;1;-61,09165;-12,92662942; 401,70;0,4852;5,844788e+04;0,668;    1268;    17,70;    204;    8783;2,015257e+00; 13,95899100;    344;0,129860325
1100080;110008;COSTA MARQUES;Costa Marques;RO;1;-64,05877;-12,14725010; 352,67;0,5239;4,973680e+04;0,693;    2283;    74,80;    469;   13678;5,468636e+00; 32,76390700;    609;0,164772727
1100098;110009;ESPIGO D'OESTE;Espigo D'Oeste;RO;1;-60,78483;-11,35134222; 572,48;0,5399;1,532769e+05;0,738;    9177;   342,70;   2160;   28729;1,192871e+01; 37,34335800;   2385;0,274674652
1100106;110010;GUAJAR-MIRIM;Guajar-Mirim;RO;1;-64,53752;-11,30567245; 475,62;0,5586;2,347180e+05;0,743;   18365;   435,60;   3606;   41656;1,045708e+01; 23,71903100;   4780;0,447397978
1100114;110011;JARU;Jaru;RO;1;-62,58487;-10,59244806; 557,06;0,5081;3,909340e+05;0,729;   17350;   598,20;   3978;   52005;1,150274e+01; 34,47838600;   3910;0,245757385
1100122;110012;JI-PARAN;Ji-Paran;RO;1;-61,75725;-10,46221934; 710,25;0,5449;8,742686e+05;0,753;   64995;  2372,70;  15490;  116610;2,034731e+01; 36,50588500;  16502;0,463969410
1100130;110013;MACHADINHO D'OESTE;Machadinho D'Oeste;RO;1;-62,01038; -9,20409094; 395,12;0,5596;2,227427e+05;0,691;    9809;    13,30;   1453;   31135;4,271720e-01;  1,35589800;   2895;0,316255189
1100148;110014;NOVA BRASILNDIA D'OESTE;Nova Brasilndia D'Oeste;RO;1;-62,28024;-11,64311901; 489,27;0,5688;7,494038e+04;0,689;    7415;    79,10;    855;   19874;3,980074e+00; 10,66756600;   1674;0,282961460
1100155;110015;OURO PRETO DO OESTE;Ouro Preto do Oeste;RO;1;-62,25217;-10,83419259; 563,31;0,4947;2,072093e+05;0,727;   22428;   782,50;   5392;   37928;2,063120e+01; 34,88942400;   5408;0,464126330
1100189;110018;PIMENTA BUENO;Pimenta Bueno;RO;1;-60,83039;-11,89446885; 720,94;0,5500;2,272052e+05;0,754;   30085;  1035,20;   7135;   33822;3,060730e+01; 34,40917400;   7079;0,705290425
1100205;110020;PORTO VELHO;Porto Velho;RO;1;-64,30670; -9,15340476; 881,25;0,5745;2,942124e+06;0,763;  140278;  4608,70;  26983;  428527;1,075475e+01; 32,85404700;  43954;0,376115623
1100254;110025;PRESIDENTE MDICI;Presidente Mdici;RO;1;-61,87795;-11,16627397; 517,83;0,5281;1,100837e+05;0,707;   10088;   386,30;   2346;   22319;1,730812e+01; 38,29302100;   2354;0,344051447
1100262;110026;RIO CRESPO;Rio Crespo;RO;1;-62,79007; -9,64521156; 419,26;0,5783;1,927197e+04;0,712;     502;     0,70;      2;    3316;2,110980e-01;  1,39442200;     81;0,081243731
1100288;110028;ROLIM DE MOURA;Rolim de Moura;RO;1;-61,77154;-11,73255662; 632,16;0,5401;3,027017e+05;0,753;   30376;   874,30;   6235;   50648;1,726228e+01; 28,78259200;   7862;0,497910070
1100296;110029;SANTA LUZIA D'OESTE;Santa Luzia D'Oeste;RO;1;-61,70109;-12,02696779; 470,99;0,4972;5,182600e+04;0,679;    2321;    58,90;    469;    8886;6,628404e+00; 25,37699300;    523;0,190458849
1100304;110030;VILHENA;Vilhena;RO;1;-60,25251;-12,08783854; 759,55;0,5090;5,082571e+05;0,771;   76199;NA;   3597;   76202;NA;NA;  22200;0,944439718
1100320;110032;SO MIGUEL DO GUAPOR;So Miguel do Guapor;RO;1;-62,93354;-12,13450267; 431,45;0,6308;9,366351e+04;0,669;    2639;    79,00;    571;   21828;3,619205e+00; 29,93558200;    470;0,073540917
1100338;110033;NOVA MAMOR;Nova Mamor;RO;1;-64,62917;-10,38218378; 366,91;0,5357;9,217281e+04;0,659;    1961;     0,05;      2;   22546;2,217690e-03;  0,02549720;    425;0,066645758
1100346;110034;ALVORADA D'OESTE;Alvorada D'Oeste;RO;1;-62,54499;-11,31142097; 465,00;0,5355;8,768605e+04;0,694;    8824;   138,56;NA;   16853;8,221682e+00; 15,70262900;   2208;0,440630613
1100379;110037;ALTO ALEGRE DOS PARECIS;Alto Alegre dos Parecis;RO;1;-61,88081;-12,59373608; 332,96;0,5491;5,957557e+04;0,674;    1460;NA;    116;   12816;NA;NA;    257;0,069534632
1100403;110040;ALTO PARASO;Alto Paraso;RO;1;-63,39432; -9,64931030; 494,17;0,5417;6,243377e+04;0,715;    1264;     0,70;     24;   17135;4,085210e-02;  0,55379700;    307;0,060540327
1100452;110045;BURITIS;Buritis;;1;-63,94116;-10,05211530; 442,48;0,5017;NA;NA;NA;NA;NA;NA;NA;NA;     32;0,003376952
1100502;110050;NOVO HORIZONTE DO OESTE;Novo Horizonte do Oeste;RO;1;-62,08320;-11,68109391; 331,53;0,5214;5,514231e+04;0,707;    1685;NA;     61;   10240;NA;NA;    407;0,136439826
1100601;110060;CACAULNDIA;Cacaulndia;RO;1;-62,98726;-10,33160281; 497,18;0,5579;3,422333e+04;0,713;     712;NA;NA;    5736;NA;NA;    160;0,094562648
1100700;110070;CAMPO NOVO DE RONDNIA;Campo Novo de Rondnia;RO;1;-63,79972;-10,48493398; 505,42;0,6705;4,988572e+04;0,697;    3371;NA;NA;   12665;NA;NA;    799;0,219686555
1100809;110080;CANDEIAS DO JAMARI;Candeias do Jamari;RO;1;-63,32562; -8,88699389; 456,43;0,4762;1,015796e+05;0,671;   10372;   329,20;   2556;   19779;1,664391e+01; 31,73929800;   3134;0,551275286
1100908;110090;CASTANHEIRAS;Castanheiras;RO;1;-61,88007;-11,47080226; 455,51;0,4996;2,352935e+04;0,702;     739;NA;NA;    3575;NA;NA;    284;0,256317690
1100924;110092;CHUPINGUAIA;Chupinguaia;;1;-60,89838;-12,53732824; 479,27;0,4752;NA;NA;NA;NA;NA;NA;NA;NA;   1468;0,626012793
1100940;110094;CUJUBIM;Cujubim;RO;1;-62,56534; -9,17109363; 484,24;0,5250;5,688146e+04;0,695;    2068;     8,20;     80;   15854;5,172200e-01;  3,96518400;    479;0,104334568
1101005;110100;GOVERNADOR JORGE TEIXEIRA;Governador Jorge Teixeira;;1;-63,18401;-10,74802935; 387,17;0,5571;NA;NA;NA;NA;NA;NA;NA;NA;     15;0,004988360
1101104;110110;ITAPU DO OESTE;Itapu do Oeste;RO;1;-63,04494; -9,17020968; 409,75;0,4771;4,742093e+04;0,702;    5222;NA;NA;    8566;NA;NA;    754;0,297670746
1101203;110120;MINISTRO ANDREAZZA;Ministro Andreazza;RO;1;-61,56897;-11,16029427; 433,38;0,5588;4,613786e+04;0,701;    2095;     0,10;      1;   10352;9,659970e-03;  0,04773270;    552;0,188717949
1101302;110130;MIRANTE DA SERRA;Mirante da Serra;RO;1;-62,84798;-11,07683784; 514,48;0,6102;5,723324e+04;0,691;    2371;    62,60;    509;   11878;5,270248e+00; 26,40236200;    510;0,145092461
1101401;110140;MONTE NEGRO;Monte Negro;RO;1;-63,37239;-10,21083250; 435,86;0,4813;7,921404e+04;0,685;    4133;    80,50;    488;   14091;5,712866e+00; 19,47737700;   1159;0,284976641
1101435;110143;NOVA UNIO;Nova Unio;RO;1;-62,53236;-10,88934429; 349,95;0,4665;3,633800e+04;0,680;     758;NA;     84;    7493;NA;NA;    195;0,092857143
1101450;110145;PARECIS;Parecis;RO;1;-61,41538;-12,26232691; 334,24;0,5315;2,224663e+04;0,666;    1490;     0,60;      4;    4810;1,247400e-01;  0,40268500;    373;0,268538517
1101468;110146;PIMENTEIRAS DO OESTE;Pimenteiras do Oeste;RO;1;-61,35171;-13,46639889; 490,14;0,4964;1,908100e+04;0,715;    1230;NA;NA;    2315;NA;NA;    328;0,468571429
1101476;110147;PRIMAVERA DE RONDNIA;Primavera de Rondnia;RO;1;-61,31534;-11,87868596; 440,22;0,5188;2,008574e+04;0,691;    1399;NA;NA;    3524;NA;NA;    550;0,509731233
1101484;110148;SO FELIPE D'OESTE;So Felipe D'Oeste;RO;1;-61,46707;-11,90496797; 366,12;0,4695;3,372464e+04;0,694;    1111;     0,50;      9;    6018;8,308410e-02;  0,45004500;    388;0,214364641
1101492;110149;SO FRANCISCO DO GUAPOR;So Francisco do Guapor;;1;-63,12211;-12,36868778; 459,40;0,5684;NA;NA;NA;NA;NA;NA;NA;NA;      1;0,000211506
1101500;110150;SERINGUEIRAS;Seringueiras;RO;1;-63,23070;-11,80721765; 437,95;0,6384;5,980025e+04;0,687;    1616;    55,00;    374;   11629;4,729555e+00; 34,03465300;    320;0,095323205
1101559;110155;TEIXEIRPOLIS;Teixeirpolis;RO;1;-62,27977;-10,94345328; 460,43;0,4346;2,707366e+04;0,685;     586;NA;NA;    4888;NA;NA;    145;0,098305085
1101609;110160;THEOBROMA;Theobroma;RO;1;-62,34250;-10,12176887; 379,39;0,5763;6,030176e+04;0,661;     954;     0,30;     85;   10649;2,817170e-02;  0,31446500;    316;0,102998696
1101708;110170;URUP;Urup;RO;1;-62,42441;-11,10395282; 374,22;0,5165;6,091366e+04;0,671;    2911;     5,10;    105;   12974;3,930940e-01;  1,75197500;    611;0,155867347
1101757;110175;VALE DO ANARI;Vale do Anari;RO;1;-61,93910; -9,73243191; 391,52;0,5727;3,693607e+04;0,688;    1463;     0,10;     59;    9384;1,065640e-02;  0,06835270;    401;0,142908054
1101807;110180;VALE DO PARASO;Vale do Paraso;RO;1;-62,09405;-10,38425670; 421,64;0,5885;4,660952e+04;0,704;     709;NA;NA;    8210;NA;NA;    125;0,051398026
1200013;120001;ACRELNDIA;Acrelndia;AC;1;-66,95049; -9,93371531; 294,00;0,5464;5,342097e+04;0,680;    3855;NA;NA;   12538;NA;NA;   1003;0,289968199
1200054;120005;ASSIS BRASIL;Assis Brasil;AC;1;-70,00589;-10,77906389; 282,65;0,6228;1,484781e+04;0,670;    3003;    62,54;    747;    6072;1,029974e+01; 20,82584100;    765;0,497076023
1200104;120010;BRASILIA;Brasilia;AC;1;-69,20764;-10,74674132; 331,45;0,5945;8,628216e+04;0,669;   11399;NA;NA;   21398;NA;NA;   3307;0,557672850
1200138;120013;BUJARI;Bujari;AC;1;-68,17371; -9,61409487; 330,31;0,5832;2,819810e+04;0,639;    3240;NA;      2;    8471;NA;NA;    935;0,401287554
1200179;120017;CAPIXABA;Capixaba;AC;1;-67,83602;-10,47361058; 332,55;0,5627;3,510631e+04;0,607;    3047;   145,79;    620;    8798;1,657081e+01; 47,84706300;    919;0,390565236
1200203;120020;CRUZEIRO DO SUL;Cruzeiro do Sul;AC;1;-72,75488; -7,97193814; 436,05;0,6438;2,683388e+05;0,668;   30453;    49,40;    211;   78507;6,292430e-01;  1,62217200;   9543;0,513589150
1200252;120025;EPITACIOLNDIA;Epitaciolndia;AC;1;-68,61812;-10,88895668; 453,98;0,6070;1,071379e+05;0,684;    8695;NA;NA;   15100;NA;NA;   2653;0,604190389
1200302;120030;FEIJ;Feij;AC;1;-70,74479; -8,92447216; 243,32;0,6774;9,124637e+04;0,541;    3866;NA;NA;   32412;NA;NA;    950;0,135000711
1200328;120032;JORDO;Jordo;AC;1;-71,90610; -9,24257839; 174,21;0,7112;1,256261e+04;0,475;    1925;NA;NA;    6577;NA;NA;    470;0,360706063
1200336;120033;MNCIO LIMA;Mncio Lima;AC;1;-73,43897; -7,50444410; 293,10;0,6102;3,229125e+04;0,642;    5025;NA;NA;   15206;NA;NA;   1935;0,539598438
1200344;120034;MANOEL URBANO;Manoel Urbano;AC;1;-69,85376; -9,38112284; 301,88;0,5939;1,996083e+04;0,601;    4735;NA;NA;    7981;NA;NA;   1079;0,580731970
1200351;120035;MARECHAL THAUMATURGO;Marechal Thaumaturgo;AC;1;-72,55933; -9,09597345; 156,70;0,5938;2,370806e+04;0,533;    2974;NA;NA;   14227;NA;NA;    658;0,239272727
1200385;120038;PLCIDO DE CASTRO;Plcido de Castro;AC;1;-67,33990;-10,24888431; 308,17;0,5750;5,914361e+04;0,683;    5956;NA;NA;   17209;NA;NA;   1636;0,345002109
1200393;120039;PORTO WALTER;Porto Walter;;1;-72,73350; -8,49170021; 203,88;0,6094;NA;NA;NA;NA;NA;NA;NA;NA;    655;0,384841363
1200401;120040;RIO BRANCO;Rio Branco;AC;1;-68,37104;-10,06614783; 703,82;0,6121;1,976494e+06;0,754;  252931;  6435,00;  32437;  336038;1,914962e+01; 25,44172100;  49913;0,529772013
1200427;120042;RODRIGUES ALVES;Rodrigues Alves;AC;1;-73,22328; -7,84374120; 179,30;0,6463;2,579490e+04;0,550;    3600;NA;NA;   14389;NA;NA;   1351;0,431491536
1200435;120043;SANTA ROSA DO PURUS;Santa Rosa do Purus;AC;1;-70,39555; -9,41033770; 201,43;0,7758;8,095576e+03;0,525;    1653;NA;NA;    4691;NA;NA;    390;0,477941176
1200450;120045;SENADOR GUIOMARD;Senador Guiomard;AC;1;-67,42705; -9,99706612; 449,69;0,5590;1,055344e+05;0,701;    6641;NA;NA;   20179;NA;NA;   1907;0,340171245
1200500;120050;SENA MADUREIRA;Sena Madureira;AC;1;-69,38162; -9,77123216; 316,63;0,5485;1,037250e+05;0,652;   12566;NA;NA;   38029;NA;NA;   3597;0,386234296
1200609;120060;TARAUAC;Tarauac;AC;1;-71,44493; -8,23944469; 248,20;0,6481;8,463401e+04;0,604;   12250;NA;NA;   35590;NA;NA;   3162;0,422050187
1200708;120070;XAPURI;Xapuri;AC;1;-68,50477;-10,57548745; 371,79;0,5900;4,947969e+04;0,669;    7829;    30,92;   1790;   16091;1,921571e+00;  3,94941900;   2309;0,514253898
1200807;120080;PORTO ACRE;Porto Acre;AC;1;-67,69845; -9,62950565; 310,09;0,6121;4,143948e+04;0,663;    3308;NA;NA;   14880;NA;NA;    984;0,244776119
1300029;130002;ALVARES;Alvares;AM;1;-65,33097; -3,70125894; 164,81;0,5881;2,761848e+04;0,647;    2853;NA;NA;   14088;NA;NA;   1184;0,477226925
1300060;130006;AMATUR;Amatur;;1;-68,28730; -3,41821887; 153,52;0,6698;NA;NA;NA;NA;NA;NA;NA;NA;   1094;0,662227603
1300086;130008;ANAM;Anam;AM;1;-61,71693; -3,50224623; 226,67;0,5807;1,893803e+04;0,637;    4500;NA;NA;   10214;NA;NA;    997;0,529474243
1300102;130010;ANORI;Anori;;1;-62,07272; -4,18631422; 226,78;0,5984;NA;NA;NA;NA;NA;NA;NA;NA;   1989;0,650000000
1300144;130014;APU;Apu;;1;-59,43158; -7,76002429; 372,69;0,5753;NA;NA;NA;NA;NA;NA;NA;NA;    566;0,122883196
1300201;130020;ATALAIA DO NORTE;Atalaia do Norte;;1;-71,74278; -5,71190087; 157,45;0,6594;NA;NA;NA;NA;NA;NA;NA;NA;   1036;0,359098787
1300300;130030;AUTAZES;Autazes;AM;1;-59,52892; -3,78905205; 224,76;0,5982;8,803604e+04;0,661;    4194;NA;NA;   32135;NA;NA;   1407;0,202708543
1300409;130040;BARCELOS;Barcelos;;1;-63,43466; -0,46519487; 224,16;0,7367;NA;NA;NA;NA;NA;NA;NA;NA;   2197;0,494485708
1300508;130050;BARREIRINHA;Barreirinha;AM;1;-57,17244; -3,12904353; 145,29;0,6049;5,109375e+04;0,645;   22665;NA;NA;   27355;NA;NA;   2789;0,542290492
1300607;130060;BENJAMIN CONSTANT;Benjamin Constant;AM;1;-70,27847; -5,42953406; 207,98;0,5665;6,479991e+04;0,640;   14095;NA;NA;   33411;NA;NA;   3100;0,521008403
1300631;130063;BERURI;Beruri;;1;-61,78754; -4,60349835; 189,46;0,6574;NA;NA;NA;NA;NA;NA;NA;NA;   1527;0,529106029
1300680;130068;BOA VISTA DO RAMOS;Boa Vista do Ramos;;1;-57,71586; -3,09757758; 167,81;0,6097;NA;NA;NA;NA;NA;NA;NA;NA;   1538;0,561723886
1300706;130070;BOCA DO ACRE;Boca do Acre;AM;1;-68,04758; -8,77290771; 284,50;0,6427;1,079170e+05;0,611;   15000;NA;NA;   30632;NA;NA;   3964;0,556350877
1300805;130080;BORBA;Borba;;1;-59,53452; -4,95718311; 215,90;0,6364;NA;NA;NA;NA;NA;NA;NA;NA;   3405;0,511953090
1300839;130083;CAAPIRANGA;Caapiranga;;1;-61,87774; -3,08196531; 222,74;0,5970;NA;NA;NA;NA;NA;NA;NA;NA;    436;0,196131354
1300904;130090;CANUTAMA;Canutama;;1;-64,09680; -7,40327164; 199,28;0,6185;NA;NA;NA;NA;NA;NA;NA;NA;   1400;0,473773266
1301001;130100;CARAUARI;Carauari;AM;1;-67,33759; -5,11887922; 212,91;0,5402;5,306021e+04;0,575;   15969;NA;NA;   25774;NA;NA;   3333;0,636068702
1301100;130110;CAREIRO;Careiro;;1;-60,18332; -3,77081429; 192,03;0,6668;NA;NA;NA;NA;NA;NA;NA;NA;   2688;0,364178296
1301159;130115;CAREIRO DA VRZEA;Careiro da Vrzea;AM;1;-59,59982; -3,28613931; 205,17;0,5722;7,745490e+04;0,658;    1000;NA;NA;   23930;NA;NA;    648;0,112539076
1301209;130120;COARI;Coari;;1;-64,12484; -4,43728626; 314,89;0,6234;NA;NA;NA;NA;NA;NA;NA;NA;   4054;0,267573097
1301308;130130;CODAJS;Codajs;AM;1;-62,97291; -3,28906417; 230,67;0,6153;4,009380e+04;0,593;   10317;NA;NA;   23206;NA;NA;   2668;0,594739189
1301407;130140;EIRUNEP;Eirunep;AM;1;-70,22211; -7,02277186; 240,95;0,6237;5,312204e+04;0,562;   13484;NA;NA;   30665;NA;NA;   2802;0,448033259
1301506;130150;ENVIRA;Envira;;1;-70,05512; -7,57360761; 203,70;0,6374;NA;NA;NA;NA;NA;NA;NA;NA;    764;0,238451935
1301605;130160;FONTE BOA;Fonte Boa;;1;-66,35838; -2,49222721; 198,26;0,6310;NA;NA;NA;NA;NA;NA;NA;NA;   2621;0,672051282
1301654;130165;GUAJAR;Guajar;;1;-72,84496; -7,22975405; 190,57;0,7397;NA;NA;NA;NA;NA;NA;NA;NA;    894;0,338764684
1301704;130170;HUMAIT;Humait;AM;1;-62,48554; -7,36292265; 370,31;0,6751;9,983921e+04;0,678;   30200;NA;NA;   44227;NA;NA;   6979;0,710330789
1301803;130180;IPIXUNA;Ipixuna;;1;-71,41610; -7,18111218; 153,89;0,5863;NA;NA;NA;NA;NA;NA;NA;NA;   1458;0,391830153
1301852;130185;IRANDUBA;Iranduba;;1;-60,48040; -3,09510756; 324,55;0,6029;NA;NA;NA;NA;NA;NA;NA;NA;   6050;0,617535980
1301902;130190;ITACOATIARA;Itacoatiara;AM;1;-58,77729; -3,17463868; 364,12;0,5969;4,658708e+05;0,711;   59701;   653,94;   2406;   86839;7,530487e+00; 10,95358500;  14548;0,733450971
1301951;130195;ITAMARATI;Itamarati;AM;1;-68,11426; -6,68290711; 172,10;0,7761;2,473121e+04;0,505;    1732;NA;NA;    8038;NA;NA;    574;0,365605096
1302009;130200;ITAPIRANGA;Itapiranga;;1;-58,61994; -2,49856026; 319,98;0,6732;NA;NA;NA;NA;NA;NA;NA;NA;   1351;0,765439093
1302108;130210;JAPUR;Japur;;1;-68,32050; -1,69802147; 247,01;0,5986;NA;NA;NA;NA;NA;NA;NA;NA;    595;0,470355731
1302207;130220;JURU;Juru;AM;1;-66,30708; -3,52484659; 225,17;0,6056;2,270765e+04;0,546;    3685;NA;NA;   10802;NA;NA;    932;0,456191875
1302306;130230;JUTA;Juta;AM;1;-68,40402; -4,71311906; 213,87;0,6940;5,320866e+04;0,533;   13069;NA;NA;   17992;NA;NA;   1991;0,629067930
1302405;130240;LBREA;Lbrea;;1;-65,81230; -8,37590948; 223,69;0,5991;NA;NA;NA;NA;NA;NA;NA;NA;   1950;0,239911417
1302504;130250;MANACAPURU;Manacapuru;AM;1;-60,95842; -3,29142309; 335,30;0,5688;2,313993e+05;0,663;   64174;NA;NA;   85141;NA;NA;  10094;0,555684008
1302553;130255;MANAQUIRI;Manaquiri;AM;1;-60,69712; -3,77892907; 248,52;0,5766;2,924576e+04;0,663;    5816;NA;NA;   22801;NA;NA;   1712;0,351540041
1302603;130260;MANAUS;Manaus;AM;1;-60,25963; -2,62591938; 738,42;0,6334;2,967784e+07;0,774; 1730416; 43116,00; 293316; 1802014;2,392656e+01; 24,91655200; 347882;0,754880176
1302702;130270;MANICOR;Manicor;;1;-61,44650; -6,45979874; 292,25;0,6074;NA;NA;NA;NA;NA;NA;NA;NA;   3396;0,356049486
1302801;130280;MARA;Mara;;1;-65,03815; -2,42847057; 126,80;0,6977;NA;NA;NA;NA;NA;NA;NA;NA;   1363;0,488005729
1302900;130290;MAUS;Maus;AM;1;-58,06107; -4,98521825; 238,10;0,6452;9,828625e+04;0,689;   25832;NA;   2580;   52236;NA;NA;   5198;0,519592163
1303007;130300;NHAMUND;Nhamund;;1;-57,65628; -1,68050938; 183,82;0,6586;NA;NA;NA;NA;NA;NA;NA;NA;   1731;0,457452431
1303106;130310;NOVA OLINDA DO NORTE;Nova Olinda do Norte;AM;1;-58,60199; -3,98826525; 224,00;0,6337;5,222754e+04;0,629;   11527;NA;NA;   30696;NA;NA;   2590;0,464991023
1303205;130320;NOVO AIRO;Novo Airo;;1;-61,70201; -2,04707171; 242,85;0,6037;NA;NA;NA;NA;NA;NA;NA;NA;   1719;0,545368020
1303304;130330;NOVO ARIPUAN;Novo Aripuan;;1;-60,47724; -6,82507586; 219,57;0,5749;NA;NA;NA;NA;NA;NA;NA;NA;   1055;0,247943596
1303403;130340;PARINTINS;Parintins;AM;1;-56,85409; -2,68839456; 307,10;0,5947;2,802753e+05;0,696;   84374;  1000,00;   3248;  102033;9,800751e+00; 11,85199200;  14913;0,721445503
1303502;130350;PAUINI;Pauini;;1;-68,19730; -7,75774534; 213,82;0,7268;NA;NA;NA;NA;NA;NA;NA;NA;   1347;0,441784192
1303536;130353;PRESIDENTE FIGUEIREDO;Presidente Figueiredo;AM;1;-59,98892; -1,37240106; 385,09;0,5384;6,510906e+04;0,741;   20999;  1520,00;   3311;   27175;5,593376e+01; 72,38439900;   4183;0,578881816
1303569;130356;RIO PRETO DA EVA;Rio Preto da Eva;;1;-59,63836; -2,52985032; 306,91;0,5566;NA;NA;NA;NA;NA;NA;NA;NA;   2846;0,467016738
1303601;130360;SANTA ISABEL DO RIO NEGRO;Santa Isabel do Rio Negro;;1;-65,52215; -0,31854213; 129,88;0,7279;NA;NA;NA;NA;NA;NA;NA;NA;   1153;0,442440522
1303700;130370;SANTO ANTNIO DO I;Santo Antnio do I;;1;-69,08820; -3,05101932; 118,90;0,6738;NA;NA;NA;NA;NA;NA;NA;NA;   1760;0,440881764
1303809;130380;SO GABRIEL DA CACHOEIRA;So Gabriel da Cachoeira;;1;-67,99788;  0,37439753; 332,02;0,8082;NA;NA;NA;NA;NA;NA;NA;NA;   2336;0,311882510
1303908;130390;SO PAULO DE OLIVENA;So Paulo de Olivena;AM;1;-69,45070; -4,49781321; 148,00;0,6433;7,035072e+04;0,536;    8668;NA;NA;   31422;NA;NA;   2000;0,375164134
1303957;130395;SO SEBASTIO DO UATUM;So Sebastio do Uatum;;1;-58,70254; -1,94604470; 261,07;0,5781;NA;NA;NA;NA;NA;NA;NA;NA;   1307;0,671979434
1304005;130400;SILVES;Silves;;1;-58,53627; -2,82212962; 233,86;0,5713;NA;NA;NA;NA;NA;NA;NA;NA;    848;0,488479263
1304062;130406;TABATINGA;Tabatinga;AM;1;-69,68141; -4,02775271; 319,73;0,6618;1,025591e+05;0,699;   13116;NA;NA;   52272;NA;NA;   4084;0,407829039
1304104;130410;TAPAU;Tapau;;1;-64,89405; -6,10456798; 190,00;0,6021;NA;NA;NA;NA;NA;NA;NA;NA;   1761;0,452234206
1304203;130420;TEF;Tef;AM;1;-65,52935; -4,46837121; 386,88;0,6293;1,436956e+05;0,663;   54297;NA;NA;   61453;NA;NA;   9035;0,742704480
1304237;130423;TONANTINS;Tonantins;;1;-67,98375; -2,91207209; 188,63;0,5448;NA;NA;NA;NA;NA;NA;NA;NA;    364;0,130232558
1304260;130426;UARINI;Uarini;;1;-65,41209; -3,16704387; 221,46;0,6129;NA;NA;NA;NA;NA;NA;NA;NA;   1317;0,600821168
1304302;130430;URUCAR;Urucar;AM;1;-59,02973; -0,89420103; 236,08;0,6091;5,407775e+04;0,698;   14886;NA;NA;   17094;NA;NA;   2645;0,775659824
1304401;130440;URUCURITUBA;Urucurituba;;1;-57,77043; -2,81246344; 219,10;0,5813;NA;NA;NA;NA;NA;NA;NA;NA;   2092;0,634901366
1400027;140002;AMAJARI;Amajari;RR;1;-62,43695;  3,73290839; 119,41;0,7502;2,176537e+04;0,654;    2008;    13,16;     84;    9327;1,410957e+00;  6,55378500;    774;0,367172676
1400050;140005;ALTO ALEGRE;Alto Alegre;RR;1;-62,75552;  3,07825715; 193,32;0,7369;8,229232e+04;0,662;    5962;    17,52;    175;   16448;1,065175e+00;  2,93861100;   1669;0,451081081
1400100;140010;BOA VISTA;Boa Vista;RR;1;-60,71795;  3,11791494; 752,13;0,5936;1,307388e+06;0,779;  276411;  7764,96;  42494;  284313;2,731131e+01; 28,09208000;  73220;0,960262295
1400159;140015;BONFIM;Bonfim;RR;1;-60,10018;  2,78710052; 319,92;0,7323;4,370556e+04;0,654;    5020;     6,41;    116;   10943;5,857630e-01;  1,27689200;   1243;0,495811727
1400175;140017;CANT;Cant;RR;1;-60,54228;  2,27283672; 293,59;0,6673;4,126281e+04;0,659;    6543;    44,16;    266;   13902;3,176521e+00;  6,74919800;   1712;0,471106219
1400209;140020;CARACARA;Caracara;RR;1;-61,47208;  0,99091873; 314,32;0,5670;6,343216e+04;0,702;   12432;   213,16;   1426;   18398;1,158604e+01; 17,14607500;   2922;0,658701533
1400233;140023;CAROEBE;Caroebe;RR;1;-59,33815;  0,91468875; 331,13;0,5549;2,343328e+04;0,661;    3868;   115,84;    708;    8114;1,427656e+01; 29,94829400;   1133;0,525754060
1400282;140028;IRACEMA;Iracema;RR;1;-61,31405;  2,07140933; 253,52;0,6310;2,268649e+04;0,713;    5244;    31,01;    221;    8696;3,566007e+00;  5,91342500;   1241;0,555008945
1400308;140030;MUCAJA;Mucaja;RR;1;-61,99555;  2,51332356; 426,14;0,7061;4,707967e+04;0,726;    9532;   135,32;    724;   14792;9,148188e+00; 14,19639100;   2593;0,668988648
