ID_IBGE;UF;REGIAO;DOMICIL;REDE
2108454;MA;2;   5591;   2724
4317608;RS;4;  13791;   7379
2308203;CE;2;   3496;   1542
2704401;AL;2;   5124;   2246
2918555;NA;2;   2001;   1704
2102077;NA;2;   3520;   1754
4211900;SC;4;  42966;  39058
3118304;MG;3;  35131;  33990
2600054;PE;2;  28138;  25740
2616506;NA;2;   3666;   2982
3512803;SP;3;  17768;  17064
5212253;GO;5;    432;    261
3123528;MG;3;   2188;    944
4308706;RS;4;   1990;   1203
2204808;PI;2;   2558;   2122
3501707;SP;3;  10284;  10175
1713601;TO;1;   1885;    811
3157807;MG;3;  58332;  56940
2511103;PB;2;   2239;    985
3553658;NA;3;    848;    805
3539806;SP;3;  30570;  30235
4301602;RS;4;  38504;  37078
3526704;SP;3;  27922;  27294
2708402;AL;2;   7124;   3394
5213772;GO;5;   1238;    541
2402501;RN;2;   2767;   2380
4322103;RS;4;   2057;   1890
